id,syllabus_name,question_type,question,answer,answer_span_1,answer_span_2,answer_span_3,answer_span_4,answer_span_5,reasoning_step_1,reasoning_step_2,reasoning_step_3,reasoning_step_4,reasoning_step_5
6fSxOOu3LjwnuD7v,JOURNAL 310 (International Journalism) Syllabus - 2022 Spring,multi factual,What will determine our grade in this course?,"A student's numerical grade will be calculated with a student's performance in Weekly Quizzes, Participation, Course Project Checkpoints, Course Project Submission, and Book Discussion. A student's final letter grade will be determined using the letter grade scale. ","Grade Calculation: Your course grade will be calculated as follows:
● Weekly Quizzes: 80 points (10 each; two lowest grades dropped)
● Participation: 90 points (5 each; lowest grade dropped for each participation period)
● Course Project Checkpoints: 90 points (30 each)
● Course Project Submission: 70 points
● Book Discussion: 40 points
● (Total: 370 points)","A: Achievement that is outstanding relative to the level necessary to meet course
requirements. (A: 93-100%; A-: 90-92.99%)
● B: Achievement that is significantly above the level necessary to meet course
requirements. (B+: 87-89.99%; B: 83-86.99%; B-: 80-82.99%)
● C: Achievement that meets course requirements in every respect. (C+: 77-79.99%; C:
73-76.99%; C-: 70-72.99%)
● D: Achievement that is worthy of credit even though it fails to meet fully the course
requirements. (D+: 67-69.99%; D: 60-66.99%)
● F: Represents failure and signifies that the work was either completed but at a level of
achievement that is not worthy of credit or was not completed. (F: 59.99% and below)
● I (Incomplete) – This grade is rare and will be assigned at the discretion of the instructor.
An incomplete grade will be considered only when documented, extraordinary
circumstances beyond control, or ability to anticipate, prohibit timely completion of the
course requirements. Additionally, students must (1) have successfully completed a
substantial portion of the required coursework and (2) be determined by the instructor to
be capable of completing the remaining coursework within one calendar year. An
Incomplete will not be granted to students presently failing the course. Students
requesting an Incomplete must enter into a written agreement with the instructor
establishing the coursework to be completed and the timeframe in which it will be
completed",,,,,,,,
9mP1xwX73pnrc0Pk,web_syllabus_4670,yes/no,Does this course have labs?,Yes,There are five labs,,,,,,,,,
hTiPxD4UhwwZTnzI,101-f22-syll,multi factual,What are the main things we will accomplish in this course?,"During this course, we aim to explain language as a mental phenomenon, discuss commonalities in anguage, discuss dialect prejudice and other misconceptions, talk about social issues in relation to language, and use critical thinking when it comes to language.",1) explain what is meant by language as a mental phenomenon.,2) discuss commonalities among all human languages (signed and spoken).,"3) discuss misconceptions about and attitudes toward dialects, in particular dialect prejudice.",4) investigate issues related to language in social contexts.,"5) develop and practice the skills of critical thinking, reasoning, communication, and integration
of knowledge and perspectives, including:  a) Communicating persuasively and effectively orally and in writing;
b) Working effectively and collaboratively (in groups, across perspectives). 
",,,,,
L0Pi7gLkr6fvRe9g,syllabus-2,yes/no,Will there be homework for this course?,Yes,Homework problems will be assigned each week,,,,,,,,,
R7NZ9gXW2xGxZKai,GEOG468668syllabusGIS_2023,single reasoning,Can I submit my homework assignments after the deadline?,"No, you cannot submit your homework assignments after the deadline since the syllabus states that late submissions will not be accepted.",,,,,,The syllabus states that late submissions will not be accepted.,,,,
F5VLUVoofukcqAKU,PSYCH 397D syllabus Spring 2023,yes/no,Will films be shown as part of the course material?,Yes,You will read one book and watch three films throughout the semester. ,,,,,,,,,
Yb5vLdIWGqZPzzGe,315 Lab Syllabus 22-01-11,multi factual,What are the Excels graded on?,"Excels are graded in equals parts based on completion and accuracy of the raw data, the organization and correct calculates of concentrations, confidence intervals, and hypothesis tests, and the summary and post lab questions. ","1. 20% Completion, & Accuracy and Precision of the raw data (Info & Data tabs)","2. 20% Organization & Correctly Calculating the Concentrations of unknowns
(Concentrations tab)","3. 20% Organization & Correctly Calculating the Confidence intervals for the
unknowns (Error Prop & CI tab)","4. 20% Organization & Correctly doing and interpreting the Hypothesis tests
(Hypothesis Testing tab)",5. 20% Summary & Post Lab Question (Summary and Questions tab),,,,,
rFplk5saBDTyBGKO,Syllabus_ISE4100_Au22_v3_redacted,summarization,How many tests are required to be completed?,"There are 3 quizzes, a midterm, and a final exam that are required tests to complete this course.",We will have our midterm exam and a comprehensive final exam. There will also be quizzes which include both the methodology part and the application (software) part.,"The midterm will be on Wednesday, October 12th, during class time.","By the university's Autumn 2022 Final Examination Schedule, the final exam will be on Wednesday, December 14th, 10am-11:45am.",Tentative dates for quizzes are given in the course outline. Quizzes will be online through Carmen.,"9/1 Quiz 0, 9/21 Quiz 1, 11/7 Quiz 2",,,,,
rBsGN3DCBlKdZDB2,ENG 204 syllabus_FA 2021,single reasoning,I won't be in class on 11/16. What topic will I miss?,"You will likely miss the seminar about Franny Choi's ""Soft Science"" on 11/16. ",,,,,,"On this date, the class will be discussing Franny Choi's Soft Science, so this is the topic that the student will likely miss.",,,,
VHnSTFaHNjQPm8Ac,Syllabus SPP 697 PM 2023 (clean),yes/no,Will service as a co-moderator count directly as a percentage of the grade in the course?,Yes,"2. Service as Co-Moderator, for two session segments (10%)",,,,,,,,,
lheWIYayGDSVsSU8,MUSIC-ED 500KU Syllabus S23,multi reasoning,I submitted a student teacher seminar assignment late by a day. Will I still receive full marks for that assignment?,No. You will not receive full marks for that assignment. There will be at least a 25% deduction to your grade.,,,,,,An assignment that is 15 minutes to 1 week late will receive a maximum of 75% credit.,A day is between the 15 minutes to a week time-frame associated with a maximum of 75% credit.,There will be a minimum of a 25% deduction.,,
GyL38UKZSg44hYHe,Sch Mgmt 652 Syllabus - Fully OnLine,single factual,"How many points have been allocated for homework?
","In this subject, homework was worth 20% of the grade.
",Homework -20%,,,,,,,,,
KA0Ic58YK1njCGgy,Spring 2022 SCH-MGMT 697DS Data Science for Business Syllabus,single factual,How do I get access to Tableau?,You can access the Tableau software from the classroom or by using the Isenberg Virtual Desktop.,Some exercises will require the use of Tableau software which can be accessed in the classroom and through the Isenberg Virtual Desktop.,,,,,,,,,
6src469NO2DLsMok,syllabus-RESEC213-2023spring-yp,summarization,What are the experimental goals of the class?,"The goal of the experimental goals is to collaborate with others on group work, activities, and assignments as well as active learning strategies.","EG	#1 Enhance	teamwork/collaborative	skills	
through group work, activities, assignments,	
etc.","EG	#2 Experience	active	learning	strategies:	flipped	
classrooms,	debate,	field	trips,	economic	
experiments	and	games,	presentations,	
student-response	system	(e.g.,	iClicker,
Google	Forms),	etc.",,,,,,,,
7CyqRG9eAP7cXdt1,PH224_Syllabus_Spring23,yes/no,Will this course be taught online?,No,"This course will be
taught in-person for
Spring 2023:
• T/Th 11:30-12:45 PM
• Herter Hall, room 227",,,,,,,,,
zN5PHlqmqM9pVld6,Syllabus-549,single factual,When are the office hours for this course?,Tuesday and Thursday 1-2pm at 234A Marston Hall,"Office Hours:
Tuesday and Thursday 1pm-2pm (234A Marston Hall) ",,,,,,,,,
rjUuEQdLH8gxLwHC,Teaching Math in Elementary School 2 Proposed Syllabus,multi factual,"What are some things that can hurt my grade, besides test scores?",Failure to contribute on a group project or missing too many classes can negatively affect your grade.,"Group members who did not contribute appropriately will have a
reduced grade","If you miss 3 or more in-person class meetings (assuming the course meets once per week for a regular
semester), the instructor reserves the right to assign an F as your grade in the course. ",,,,,,,,
bzgyx3GxJJedoNvr,Syllabus_BIOLOGY497G_BIOLOGY697G_FA22,summarization,How are grades determined in the 697 class?,"There are a total of 278 points. 180 points come from the problem sets, 18 points come from reading and discussion reflections, 40 points come from the genetic testing report, and 40 points come from the genetic testing presentation.","There is a total of 278 possible points for 697
* Problem Sets (12 @ 15 pts) 180 pts",* Reading and Discussion Reflections (10 @ 2 pts) 18 pts (can drop 1),* Attendance and Participation (This will be used to boost your grade if you are within 1% of the next highest grade),* Genetic Testing Report 40 pts,* Genetic Testing Presentation 40 pts,,,,,
XUG2eogQ2xzYj6jN,Nutr_130H_Syllabus_2021Fall,summarization,Can you tell me about any diversity policy the class has?,"This class focuses on facilitating learning by being inclusive and respectful of all students. This includes but is not limited to age, economic circumstances, ethnic identification, disability, gender, geographic origin, race, religion, sexual orientation, and social position.","Valuing, Recognizing, and Encouraging Diversity
Promoting and valuing diversity in the classroom enriches learning and broadens everyone’s
perspectives. Inclusion and tolerance can lead to respect for others and their opinions and is
critical to maximizing the learning that we expect in this course. Our own closely held ideas and
personal comfort zones may be challenged. The results, however, create a sense of community
and promote excellence in the learning environment. ","Diversity includes consideration of (1) the
variety of life experiences others have had, and (2) factors related to “diversity of presence,”
including, age, economic circumstances, ethnic identification, disability, gender, geographic
origin, race, religion, sexual orientation, social position.","This class will follow principles of
inclusion, respect, tolerance, and acceptance that support the values of diversity.",,,,,,,
mZpTXEbVGRC8srec,UMASS-Math3312023,multi factual,Can I schedule my final for a different date or time?,The University has the final scheduled for 5/23/2023 from 3:30-5:30pm. The final is only given at that time and you may not be admitted if you are more than 30 minutes late. Make-up exams must be requested no later than 2 weeks before the exam at 5pm. For any unexpected requested you must contact your instructor within 48 hours of the exam (unless there are circumstances preventing).,"The date
and time of the final exam will be scheduled by the university. The final will only be given at that time,
and not at any other time for any reason.",You will not be admitted to the exam more than 30 minutes late,"Make-up exam policy: Make-up exams are given for University approved reasons. Make-up exams
MUST be requested (by providing documentation) no later than 2 weeks before the exam at 5 pm
for all reasons that can be anticipated prior to the exam. For unexpected requests (illness, etc), you
must contact your instructor within 48 hours of the exam (unless there are circumstances preventing).
this) and provide documentation supporting your University approved absence as soon as you return
to campus.","Final Exam
on 5/23/2023
3:30 - 5:30pm",,,,,,
cgA7EVPH2ENhD6Z3,syllabus_606,multi reasoning,I learn better with the presence of other people.  What are my best options for learning in this course?,"If you learn better in person, you can attend lectures on Monday and Wednesday from 2:30- 3:45 pm and get personal help from the instructor in the Physical Sciences Building West 105 on Fridays at 9:00 am in room PSB W105.",,,,,,You can attend lectures on Monday & Wednesday 2:30-3:45.,There are instructor help hours in the Physical Sciences Building West 105 on Fridays at 9:00 am in room PSB W105,,,
t2k6mLRdoIMtzcw5,MIE 380 syllabus F22,multi reasoning,Do you take attendance? ,Yes attendance is taken but not part of a grade.  But is very important. ,,,,,,Attendance is expected,Attendance is not a grade part,The professor states that you must notify him why and if you are going to be out of class. ,,
ZKw5cny0BbpsWEbw,L0,summarization,What do I need to know to be successful at taking the exams?,"To be successful at taking the exams, you need to be prepared to write since it is a written exam.  You will have to study the lectures, exercise seiions, and discussions.  If you are having trouble, there is a second exam for those who fail the first exam.  Also, if you are active in the discussions, you can get extra credit points towards the final exam.  Most importantly, you have to register for the exams.",The type of examination is written.,"The questions are from the lecture notes, exercises, and discussions. 
","There will be a second
written final exam only for those students who fail the first exam.","Active participation in the discussions (during lecture and exercise
sessions) results in bonus points in the final exam.","You need to register for the final exam and send the registration confirmation to the lecturer.
",,,,,
nPGIVbhYw4rrBhrq,num_analysis_redacted,yes/no,Will there be programming projects in this class?,Yes,"There will be regular homeworks, exams and programming projects.",,,,,,,,,
A3P678ELHnxTARiE,syllabus_fall2022-revised2,summarization,What all contributes to the final grade in this course?,"40% of the grade will com from problem sets which will be administered in the form of homework, in-class quizzes account for 10%, and in-class midterm accounts for 20%, the final exam accounts for 15%, and a take home project also accounts for another 15%.","Homework	(40%): There	will	be	approximately	5	homework	assignments	that	you	will	complete
over	the	course	of	the	semester. Each	assignment	will	have	components	that	you	will	hand	in	for
grading. Assignments	and	due	dates	will	be	posted	in	advance	on	the	course	website. The
assignments will be graded. Most assignments will require you to submit a digital file with	
reproducible	solutions,	i.e. a	Rmd	file	that	reproduces	your	answers. Late	homeworks	will	not	be
accepted under any circumstances. If a homework is not handed in on time, it will receive a	
grade	of	zero.
In-class quizzes (10%):	There will be a in-class quizzes in this course that will cover material in	
Units	1	- 4	and	will	be	announced	periodically	in	the	class.
Midterm	exam	(20%): There will be a in-class mid-term exam in this course that will cover	
material	in	Units	1	- 4	(see	below).
Final exam (15%): There will be a take-home final exam in this course.
Project (15%): In the second half of the course, you will develop and write your own data story.	
A formal report on this project will be due at the end of the semester. Details will be provided in	
a	separate	hand-out.","Component % of grade When
Problem sets 40% every 2 weeks
In-class quizzes (approx. 2) 10% announced during course of semester
Midterm exam (in-class) 20% Tuesday November 15, 2022
Course Project/Take home final 30% Due Friday Dec. 16, 2022
Total 100%",,,,,,,,
a01Jb56qWTf4fJir,BIOCHEM 320 Syllabus SP23 2 Feb 2023,multi reasoning,I am unable to purchase access to the Mastering Chemistry app and will not be able to complete the homework assignments. Will it be possible for me to earn an A- for this course?,"Yes, you can earn an A- for the course if you are unable to complete the homework assignments. Since homework assignments are worth 10% of your total grade, you will have to earn a perfect score on all other components of the course to earn an A- (90%) for the course.",,,,,,Homework assignments are worth 10% of your total grade.,"Assuming a perfect score on all other components of the course, the maximum score possible is 90%.",You need to earn at least 90% of the total points to earn an A- for the course.,,
EKJBbbYSy5IVmAko,MKTG 497G Customer Insight Syllabus S2023,summarization,What are the main course objectives?,"The class is intended to help students develop thinking processes and research tools that can be applied in the future in any profession or industry. The course will help you practice become a marketing professional. The class is organized around three main points, observing, connecting, and communicating. We will also undertake various exercises to build and hone practical skills, like fieldwork, interviews, an analyzing qualitative data.","Course Objectives:
My goal is to help you learn and develop a set of research tools and a way of thinking that you
can apply in any position and any industry. During the course, you will practice becoming
marketing professionals who are curious, aware, empathetic, and responsive toward your
customers. The class is structured around the development of three primary capacities:","Observing: Be curious, ask good questions, identify research problems, collect quality
data, dig for hidden observations, and expand your awareness of people and the market. 
Connecting: Find patterns across observations and understand what those patterns mean.
 Communicating: Explain insight","Alongside these capacities, students will also develop the following practical skills:
• Think culturally, using your theoretical understanding to identify and explain insights
• Conduct observational and ethnographic fieldwork, including writing detailed fieldnotes
• Conduct focus groups and in-depth consumer interviews
• Conduct online social listening and netnographic research
• Analyze open-ended qualitative data using interpretive coding
• Create customer personas and customer journey maps",,,,,,,
4ix590KoslNOxZAQ,Legal 297BL Syllabus,single reasoning,"I got my grade two weeks ago, but I don't think I should have a C. Who do I contact","Unfortunately, you must dispute your grade within five calendar days.",,,,,,"Grade disputes must be submitted within five calendar days, the student may no longer dispute the grad",,,,
wsRPtnLPsLl4qxKA,stat-111-syl-spring 2023,yes/no,Is this course fully in-person?,Yes,There is no hybrid or asynchronous learning option.,,,,,,,,,
SbgDtvm0ALYKx63f,Syllabus Bio 544 lecture S23,single reasoning,Will there be topics from Exam 1 that also show up on the final exam?,"No, Exam 3 does not cover topics from Exam 1 or Exam 2.",,,,,,The final exam (Exam 3) is not cumulative.,,,,
W2YBWJBrsOySscBB,Syllabus_IntroGIS_Fall2022,multi factual,What are the ways we can attend the class,Classes will be live streamed via Zoom or Echo360. Students can attend in person and recordings will be available.,Platforms and Policies: We will use Zoom and Echo360 for livestreaming and recording this semester. ,"Platforms and Policies: Both in person classes and Zoom meetings will be recorded for posting, review and future editing.",,,,,,,,
4Dpygp03rGLdU0Fu,cs466_sp21_info_redacted,multi reasoning,What do we need to do on our homework to make sure we get the points? ,"You can work with others, but you must make sure your solutions are shown and are readable. ",,,,,,You can work with other folks,You must do your final solution. ,You must show your work. ,it must be able to be read you will get a 0 if not readable. ,
BwqOUWZQVYauP3QD,"CS4501-001_ Privacy in the Internet Age, Fall 2021_1",multi factual,If a TA is sick how do I meet with them?,If a TA is sick they will hold their office hours online using the Discord platform.,"Office hours: &lt;PROF_FIRST_NAME&gt;: Wed 3:30-4:30pm (Rice 403), Fri 2:00-2:30pm (Discord) &lt;TA_FIRST_NAME&gt;: TuTh 9:30-11:30am (Discord) &lt;TA_FIRST_NAME&gt;: Mon 3:30-4:30pm, Fri 1:00-2:00pm (Discord) ",Q: What if a TA has to isolate/quarantine? The TA's office hour will be online only.,,,,,,,,
nCdo9RyJsMRDnLRj,soc795E,single factual,How much was the participation percentage?,75%,75% Participation (including discussions & reflections),,,,,,,,,
1jFAP75s0Zr1ISa1,Syllabus_Grounding_S_2023,multi reasoning,How can I excel at the presentation?,"Choose from the course topics for your presentation a few weeks in advance and let your professor know your topic and what readings on the topic you want to assign or omit. Prepare a handout for the class on your topic. Be prepared to have at least 30 minutes of material to discuss. Discuss the topic in an exploratory way instead of factual, and encourage class conversation around the topic.",,,,,,Each graduate student will lead discussion in one of the classes on one of the topics we discuss.,"These discussions should an include a handout. These discussions can be anywhere from 30 minutes to half the class, depending on what you feel like covering/talking about. (You’ll need to let me know what you’re aiming for ahead of time, of course!)","You can choose one of two things to present on. First, you can choose to present on that week’s topic. Second, you can instead choose to discuss a particular proposed use of grounding.","These will not be presentations on a particular paper. Nor are you expected to provide some authoritative discussion of the topic. Rather, these presentations will be more of a exploratory nature, and will consist of attempts to skim and get a feel for some bit of the literature on this topic, and try to discuss some of the relevant issues, and questions you have regarding this topic.","We should settle on a presentation topic at least a couple weeks before you present. Once we’ve settled that, part of your job will be to let me know what readings you’d like to assign/omit. (Some possible readings for some of the subjects are described below. But you’re encouraged to suggest cutting readings or parts of readings that aren’t relevant to what you want to discuss, as well as adding readings or sections of readings that you want to go over.)"
o1eVzjvFnTdfX6g0,Syllabus_209H_230301,single factual,How long should the paper be for the big research project?,"The paper needs to be at least 25 pages, double-spaced, with 12-point font and 1 inch margins.","Course Requirements and Evaluation: - 6. Research Project (30%) The final paper will be 25 pages or more (double-spaced, 12-point font size, 1 inch margins) following the APA guideline.",,,,,,,,,
5EkIAk4OJ4Q07kl3,FIN 408 Syllabus updated v2,summarization,How is class attendance evaluated in FINANCE 408?,"In FINANCE 408, attendance in all classes is expected. Any need for absences should be pre-requested by email to the instructor. Additionally, class participation is evaluated and contributes to the final grade.",Attendance in all classes is expected.,Absences should be pre-requested by email to the instructor.,Class participation is also evaluated and contributes to the final grade.,,"In FINANCE 408, attendance in all classes is expected. Any need for absences should be pre-requested by email to the instructor. Additionally, class participation is evaluated and contributes to the final grade.",,,,,
UAHpp1NMhs8mHRFI,1. Syllabus 2023,single reasoning,"If I am not able to make class during the week of February 28, will I still be able to give my final presentation?","Presentations will be given over the final two weeks of the course, so you can still give your presentation during the week of March7.",,,,,,Final presentations will take place during the last two weeks of class:  the week of February 28 and the week of March 7.,,,,
c0kVDCvU4Jc7UYIx,Most Recent P132 Syllabus - Spring 2022,single reasoning,Can I work with my fraternity brothers during class?,"Yes, students are encouraged to work together and are responsible for finding their own collaborators if not on a pre-selected team.",,,,,,"Team-based learning is intended to be a key part of the sessions and even parts of the exams and quizzes. One can let the instructor assign themselves to a team, or seek out their own collaborators. ",,,,
QtKG8o803U6oMMpt,796 Syllabus,single factual,How many credits does this course award?,"3 credits, with the entire course being 135 total hours.",Credits: 3. The credit standard for this course is met by an expectation of a total of 135 hours of student engagement with the courses learning activities (45 hours per credit).,,,,,,,,,
emYrQlpL7gtC2eqD,ResEcon-213-Fall-2022,yes/no,Does this course have prerequisites? ,Yes,"Successful completion of Rec-Econ 212 or Stat 240 are appropriate prerequisites. Please talk to me
if you are relying on any other coursework as a prerequisite.",,,,,,,,,
Vjq68ap6gdrvNnWv,Syllabus_Spmgt461_DataAnalytics,yes/no,Can late work be accepted for assignments that are automatically blocked by the online system after the class start time? ,No,"In those cases, no late work can be accepted",,,,,,,,,
LrgnPNFTVEtNfoSO,BCH8016 Solid State Analysis (SYL) 012219 - revised,single reasoning,"If I complete 50% of the coursework, can I still get a passing grade?","Yes, if you do 50% of the coursework, you can still pass.",,,,,,A minimum of 40% of the coursework and exam components must be satisfied.,,,,
Q7NQeMJ6ShIAXyoz,2023_Chem122_syllabus,summarization,Can I get a more in depth look on the lectures for this class?,"There will be three in person meetings for lectures and other things on Mondays, Wednesdays and Fridays. These are mandatory and will be from 9:05 to 9:55 AM. You will be able to get all of the prerecorded lectures on the Moodle page. That will be updated weekly. ","Monday, Wednesday, Friday 9:05 – 9:55 AM ISB 321 in-person.
Pre-recorded lectures will post online each week. All lectures and slides will be posted on the
Moodle page of the course.","We will meet in-person for lecture/problem-solving/discussion each week. The attendance at
those sessions is mandatory. You can also work on the problem sets in small groups during these
sessions, as I circulate to answer questions and offer assistance.",,,,,,,,
8JRp7XTZEQHs0qsY,270 Syllabus Fall 2022 (1),summarization,What are the policies for working in teams during this course?,"Students will work on teams throughout the entirety of course, which will be determined during the first in person lab meeting, and will remain the same throughout the semester. Lab participation and and much of the extra credit grades will be based on team submissions. Each team member is expected to contribute equally.  5% of the semester grade will be based on peer review of the team contribution.","In order to increase engagement with your classmates and the course material, students
will be working as part of a team throughout the semester. T","Teams will be assembled
during your first in-person lab meeting. You will be part of the same team throughout the
semester. ","Your lab participation grade and a significant portion of your lecture extra credit
grade will be based on team submissions. Even though the assignments will be tackled as
a team, both the volume and difficulty of the work will not exceed what would be expected
of an individual student. However, in order to gain benefits of working as a group, each
team member should contribute equally to your group’s success. 5% of your semester
grade will be based on peer review of your team contribution.","Actively participating with
your teammates will improve your scores on individual assignments and earn a perfect five
percentage points towards your final grade. Please note that your team participation grade
will include participation both to lecture and lab.",,,,,,
CL7ZSQO3QGYAC9pN,EME6651-SP2023_Syllabus,multi reasoning,"Since I will miss week 7 of class, what is the highest grade I can earn if I am unable to submit the module 7 assignment.","Analytics assignments are worth 80% of the total grade, with each of the four assignments being worth 20% of the total grade. Assuming full points on all other assignments and online reflections, the highest grade you can earn if you are unable to submit the module 7 assignment is 80%, or a B-.",,,,,,Analytics assignments are worth 80% of the total grade.,"There are four analytics assignments, making each assignment worth 20% of the total grade.","Assuming full points on all other assignments and online reflections, the highest grade you can earn if you are unable to submit the module 7 assignment is 80%, or a B-.",,
hCXWkgDm3iv8y6di,FS542_food chem2,single factual,What topic are we going to be covering on November 28?,We will be covering food allergens on November 28.,Food allergens 11/28,,,,,,,,,
rpQ9g8vgBTDk5bnO,Honors 391AH - AA Media Pop Culture - Fall 2022 Syllabus,multi reasoning,"I will have to miss the first day of class on September 9, will that prevent me from getting a perfect score on attendant?","No, that will not prevent you from getting an A grade in the class, because attendance carries a maximum of 10 points, leaving 90 more possible points to get an A. It is advised that you contact the instructor ahead of time to verify whether or not this one time absence can be excused.",,,,,,"Whether an absence is “excused” or counted in calculating participation grades is largely at the discretion of the
instructor.","Any student absent -- whether the absence is “excused” or not -- should contact the instructor as
soon as possible to discuss assignments missed, class discussion, etc.",Five points will be deducted for every unexcused absence during the semester.,"Attendance only accounts for 10 points, still allowing for the student to get an A.",
gMwusmjaT90tDnZn,151 syllabus fall 2022 Rounds,multi reasoning,How can I makeup and exam if I am missing due to sports?,You can only miss one exam with a valid excuse. The exam will be dropped. There are no makeup exams.,,,,,,With a valid Excuse the exam will be dropped.,Only one exam can be dropped per semester with a valid excuse.,,,
gLyq7WH7os9ZQ4Jo,vsyllabus 2022,single reasoning,I have never taken a Validity Theory class before. Can I still take this course?,"Yes, you can still take this course provided you are committed to actively participating in class and doing all of the assignments and readings.",,,,,,"The only course requirements are active participation in class, so yes, this student could still take this course.",,,,
esraCWYYc8GGP8GS,advanced_system_software_design_redacted,multi reasoning,I will have to miss some classes due to work and might not be able to take the midterm so whats the best grade I can get? ,the best you can get missing half of classes and the midterm is 77.5 or a  C. ,,,,,,Attendance is 5% of grade,Midterm is 20% of grade,Missing half the classes will drop attendance points gained to 2.5%,Not taking the midterm lowers grade by 20%,the grade policy shows that missing 22.5% of the overall  grade will result in a course grade of no more than 77.5%
FbxEgSJBuGkzF5mY,Acct 371 Syllabus - Spring,single reasoning,What options do I have if I am offended during class and want to address the issue if I don't feel comfortable speaking directly to the Professor?,"Two other options are suggested: 1) discuss the issue with the class or 2) notifying the professor indirectly through your academic advisor, a trusted faculty member, or a peer remain.",,,,,,"If speaking privately with the professor is not an option the options of discussing the situation with the class or notifying the professor of the issue through another source such as your academic advisor, a trusted faculty member, or a peer remain.",,,,
CEJfDxiy7EDDCp47,Syllabus.Astron101.summer2023,single reasoning,I've found the first edition of Pathways to Astronomy for cheap online. I don't have much money so can I use that textbook?,"No, you need to use the 2nd edition or higher. If you cannot afford the ebook version, the textbook can be found for free at the library, under reserve.",,,,,,"It is stated that only the 2nd, 3rd, 4th, or 5th editions can be used for this course, and the e-book is cheaper. However you can find the textbook for free at the library.",,,,
1qc196uEg2pMSQFu,Syllabus. Multivariable Calculus,single reasoning,Can I drop the class after the first exam on October 14th?,The last day to add/drop a course is September 8th so it would be too late after the first exam to drop the course.,,,,,,September 8 - Wednesday Last day of Add/Drop Period,,,,
NDKvyRHF5ey10y0Z,130 syllabus_2 S 2023,single factual,Are the extra credit opportunities in this course?,"While there are opportunities to earn more than 5 extra credits, you will only be able to count up to 5 extra credits for this course.",Students can earn up to 5 extra credits. If you earn more than that you will still only be able to count five. ,,,,,,,,,
PELZ99XY7VbGjOk8,MIE 302 Spring 2022 Syllabus-v1,single factual,How much of my grade will lab quizzes make up?,Lab quizzes (including syllabus quiz) will account for 15% of your final grade. ,"Lab Quizzes: 15% (equal weights for all labs, including syllabus quiz)
",,,,,,,,,
